fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
2015-03-28,16026,F,ES,H, 53,1995-02-06,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1
2015-04-28,16026,F,ES,H, 53,1995-02-06,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1
2015-05-28,16026,F,ES,H, 53,1995-02-06,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-06-28,16026,F,ES,H, 53,1995-02-06,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1
2015-07-28,16026,F,ES,H,53,1995-02-06,0.0,245,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1
2015-08-28,16026,F,ES,H,53,1995-02-06,0.0,246,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0,1
2015-09-28,16026,F,ES,H,53,1995-02-06,0.0,247,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1
2015-10-28,16026,F,ES,H,53,1995-02-06,0.0,248,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1
2015-11-28,16026,F,ES,H,53,1995-02-06,0.0,249,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1
2015-12-28,16026,F,ES,H,53,1995-02-06,0.0,250,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1
2016-01-28,16026,F,ES,H,53,1995-02-06,0.0,251,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1
2016-02-28,16026,F,ES,H,53,1995-02-06,0.0,252,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1
2016-03-28,16026,F,ES,H,53,1995-02-06,0.0,253,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1
2016-04-28,16026,F,ES,H,53,1995-02-06,0.0,254,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1
2016-05-28,16026,F,ES,H,53,1995-02-06,0.0,255,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,151911.54,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1
2015-01-28,16027,A,ES,V, 51,1995-02-08,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1.0,1.0,1
2015-02-28,16027,A,ES,V, 51,1995-02-08,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1.0,1.0,1
2015-03-28,16027,A,ES,V, 51,1995-02-08,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-04-28,16027,A,ES,V, 51,1995-02-08,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-05-28,16027,A,ES,V, 51,1995-02-08,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-06-28,16027,A,ES,V, 51,1995-02-08,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-07-28,16027,A,ES,V,51,1995-02-08,0.0,245,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-08-28,16027,A,ES,V,51,1995-02-08,0.0,246,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-09-28,16027,A,ES,V,51,1995-02-08,0.0,247,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-10-28,16027,A,ES,V,51,1995-02-08,0.0,248,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-11-28,16027,A,ES,V,51,1995-02-08,0.0,249,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-12-28,16027,A,ES,V,51,1995-02-08,0.0,250,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2016-01-28,16027,A,ES,V,51,1995-02-08,0.0,251,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2016-02-28,16027,A,ES,V,51,1995-02-08,0.0,252,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2016-03-28,16027,A,ES,V,51,1995-02-08,0.0,253,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2016-04-28,16027,A,ES,V,52,1995-02-08,0.0,254,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2016-05-28,16027,A,ES,V,52,1995-02-08,0.0,255,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,132941.25,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1.0,1.0,1
2015-01-28,16028,N,ES,V, 78,2011-04-13,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-02-28,16028,N,ES,V, 78,2011-04-13,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-03-28,16028,N,ES,V, 78,2011-04-13,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-04-28,16028,N,ES,V, 78,2011-04-13,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-05-28,16028,N,ES,V, 78,2011-04-13,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-06-28,16028,N,ES,V, 78,2011-04-13,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-07-28,16028,N,ES,V,78,2011-04-13,0.0,245,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-08-28,16028,N,ES,V,78,2011-04-13,0.0,246,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-09-28,16028,N,ES,V,78,2011-04-13,0.0,247,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-10-28,16028,N,ES,V,78,2011-04-13,0.0,248,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-11-28,16028,N,ES,V,78,2011-04-13,0.0,249,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-12-28,16028,N,ES,V,78,2011-04-13,0.0,250,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-01-28,16028,N,ES,V,78,2011-04-13,0.0,251,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-02-28,16028,N,ES,V,78,2011-04-13,0.0,252,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,0.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-03-28,16028,N,ES,V,78,2011-04-13,0.0,253,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,0.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-04-28,16028,N,ES,V,78,2011-04-13,0.0,254,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,0.0,69504.99,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-05-28,16028,N,ES,V,78,2011-04-13,0.0,255,1.0,,1.0,I,S,N,,KAT,N,1.0,28.0,MADRID,0.0,69504.99,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,16029,N,ES,V, 53,1995-02-20,0.0,    243,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-02-28,16029,N,ES,V, 53,1995-02-20,0.0,    243,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-03-28,16029,N,ES,V, 53,1995-02-20,0.0,    243,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-04-28,16029,N,ES,V, 53,1995-02-20,0.0,    243,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-05-28,16029,N,ES,V, 53,1995-02-20,0.0,    243,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-06-28,16029,N,ES,V, 53,1995-02-20,0.0,    243,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-07-28,16029,N,ES,V,53,1995-02-20,0.0,243,1.0,,1,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-08-28,16029,N,ES,V,53,1995-02-20,0.0,244,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-09-28,16029,N,ES,V,53,1995-02-20,0.0,245,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-10-28,16029,N,ES,V,53,1995-02-20,0.0,246,1.0,,1,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-11-28,16029,N,ES,V,53,1995-02-20,0.0,247,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2015-12-28,16029,N,ES,V,53,1995-02-20,0.0,248,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0.0,0.0,1
2016-01-28,16029,N,ES,V,53,1995-02-20,0.0,249,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1
2016-02-28,16029,N,ES,V,53,1995-02-20,0.0,250,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1
2016-03-28,16029,N,ES,V,53,1995-02-20,0.0,251,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1
2016-04-28,16029,N,ES,V,54,1995-02-20,0.0,252,1.0,,1,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1
2016-05-28,16029,N,ES,V,54,1995-02-20,0.0,253,1.0,,1.0,A,S,N,,KAT,N,1.0,11.0,CADIZ,1.0,122271.9,01 - TOP,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1
2015-01-28,16031,N,ES,V, 79,1995-02-16,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-02-28,16031,N,ES,V, 79,1995-02-16,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-03-28,16031,N,ES,V, 79,1995-02-16,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-04-28,16031,N,ES,V, 79,1995-02-16,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-05-28,16031,N,ES,V, 79,1995-02-16,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-06-28,16031,N,ES,V, 79,1995-02-16,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-07-28,16031,N,ES,V,79,1995-02-16,0.0,245,1.0,,1,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-08-28,16031,N,ES,V,79,1995-02-16,0.0,246,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-09-28,16031,N,ES,V,80,1995-02-16,0.0,247,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-10-28,16031,N,ES,V,80,1995-02-16,0.0,248,1.0,,1,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-11-28,16031,N,ES,V,80,1995-02-16,0.0,249,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-12-28,16031,N,ES,V,80,1995-02-16,0.0,250,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-01-28,16031,N,ES,V,80,1995-02-16,0.0,251,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-02-28,16031,N,ES,V,80,1995-02-16,0.0,252,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-03-28,16031,N,ES,V,80,1995-02-16,0.0,253,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-04-28,16031,N,ES,V,80,1995-02-16,0.0,254,1.0,,1,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2016-05-28,16031,N,ES,V,80,1995-02-16,0.0,255,1.0,,1.0,A,S,N,,KAT,N,1.0,3.0,ALICANTE,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,16033,F,ES,H, 54,1995-02-17,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-02-28,16033,F,ES,H, 54,1995-02-17,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-03-28,16033,F,ES,H, 54,1995-02-17,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-04-28,16033,F,ES,H, 54,1995-02-17,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-05-28,16033,F,ES,H, 54,1995-02-17,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-06-28,16033,F,ES,H, 54,1995-02-17,0.0,    245,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-07-28,16033,F,ES,H,54,1995-02-17,0.0,245,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-08-28,16033,F,ES,H,54,1995-02-17,0.0,246,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-09-28,16033,F,ES,H,54,1995-02-17,0.0,247,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-10-28,16033,F,ES,H,55,1995-02-17,0.0,248,1.0,,1,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-11-28,16033,F,ES,H,55,1995-02-17,0.0,249,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-12-28,16033,F,ES,H,55,1995-02-17,0.0,250,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2016-01-28,16033,F,ES,H,55,1995-02-17,0.0,251,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2016-02-28,16033,F,ES,H,55,1995-02-17,0.0,252,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
2016-03-28,16033,F,ES,H,55,1995-02-17,0.0,253,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,216376.11,02 - PARTICULARES,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1
